UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4021,JT4UYCMS,L,302.1,311,1351.0,49.5,196.0,,0.0,0.0,0.0,,0.0
4022,BQHTAHUP,H,,310.9,,42.5,198.0,0.0,0.0,0.0,0.0,0.0,0.0
4023,BQHTAHUP,L,302.1,310.9,1666.0,30.7,203.0,0.0,0.0,,0.0,0.0,0.0
4024,3HURBGV7,L,,311,1364.0,50.0,205.0,0.0,,,0.0,0.0,0.0
4025,3HURBGV7,M,,311,1351.0,60.3,207.0,1.0,0.0,0.0,0.0,1.0,0.0
4026,BJGORJJD,H,302.1,311,1729.0,26.1,210.0,0.0,0.0,0.0,0.0,,0.0
4027,FPIVWX8Z,M,302.1,311,1574.0,34.1,215.0,,0.0,0.0,0.0,0.0,
4028,XWW2WAV6,L,302.0,311,1566.0,37.8,218.0,0.0,0.0,0.0,0.0,,0.0
4029,SXOJLV1H,L,302.0,310.9,1455.0,43.2,220.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,XWW2WAV6,H,302.0,310.9,1679.0,29.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0
4031,XWW2WAV6,L,302.0,310.8,2143.0,17.3,227.0,,0.0,0.0,0.0,0.0,0.0
4032,G5AIQWJK,L,302.0,310.8,1447.0,42.7,229.0,0.0,0.0,,0.0,0.0,0.0
4033,XWW2WAV6,L,,310.8,,50.3,231.0,1.0,0.0,,0.0,1.0,0.0
4034,FPIVWX8Z,L,302.1,310.8,1772.0,27.1,233.0,0.0,0.0,,0.0,0.0,0.0
4035,8B6QZ6CV,L,302.0,310.8,,29.0,,,,0.0,0.0,0.0,
4036,XWW2WAV6,L,,310.8,1454.0,36.6,0.0,0.0,,0.0,0.0,0.0,
4037,JT4UYCMS,L,302.0,310.8,1445.0,49.1,2.0,0.0,0.0,0.0,,0.0,0.0
4038,T8CRV8S7,M,,310.8,1609.0,35.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,8B6QZ6CV,L,302.0,310.9,1546.0,34.4,7.0,,0.0,0.0,0.0,0.0,0.0
4040,I2VROP6D,L,301.9,310.8,,39.3,,0.0,0.0,0.0,0.0,0.0,0.0
4041,RRCROMQQ,L,302.0,310.8,1767.0,27.4,11.0,0.0,,0.0,0.0,,0.0
4042,XWW2WAV6,L,302.0,310.9,1539.0,34.2,13.0,0.0,0.0,0.0,0.0,0.0,
4043,3HURBGV7,L,,310.9,,39.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
4044,3HURBGV7,M,302.0,310.8,1445.0,46.3,17.0,0.0,0.0,0.0,,0.0,0.0
4045,ZLNM5UXX,M,301.9,310.9,1419.0,,20.0,1.0,0.0,0.0,0.0,0.0,0.0
4046,ZLNM5UXX,M,301.8,310.9,1881.0,20.9,23.0,0.0,0.0,0.0,0.0,0.0,0.0
4047,ZLNM5UXX,M,301.9,310.9,1421.0,46.2,26.0,0.0,0.0,,0.0,0.0,0.0
4048,8B6QZ6CV,L,301.9,311,1455.0,46.0,29.0,0.0,0.0,0.0,,0.0,0.0
4049,RRCROMQQ,L,301.9,311,2691.0,,31.0,1.0,,0.0,1.0,0.0,
4050,RRCROMQQ,L,301.8,,1505.0,41.2,,0.0,0.0,0.0,0.0,0.0,0.0
4051,YSLIFO7U,L,301.8,,1456.0,46.6,35.0,0.0,0.0,,,0.0,0.0
4052,3HURBGV7,L,301.8,310.8,1383.0,,37.0,0.0,0.0,,0.0,0.0,0.0
4053,RRCROMQQ,M,301.9,,1563.0,39.2,39.0,0.0,,0.0,0.0,0.0,0.0
4054,T8CRV8S7,M,301.9,310.9,,16.1,42.0,0.0,0.0,0.0,0.0,0.0,
4055,I2VROP6D,M,,310.9,1456.0,43.6,,,0.0,0.0,0.0,,0.0
4056,0KXKNHFG,L,,311,1865.0,,48.0,0.0,0.0,0.0,0.0,0.0,
4057,JKSA1NQT,L,,310.9,1597.0,,50.0,0.0,0.0,0.0,0.0,0.0,0.0
4058,0KXKNHFG,L,302.0,310.9,,,52.0,0.0,0.0,0.0,0.0,,0.0
4059,PSRXCDFQ,M,302.0,310.9,1456.0,47.2,54.0,0.0,0.0,0.0,0.0,0.0,0.0
4060,LSRXCBBX,L,,310.8,1465.0,44.3,57.0,0.0,,0.0,0.0,0.0,0.0
4061,JT4UYCMS,M,302.0,310.9,,55.5,59.0,,0.0,0.0,0.0,0.0,0.0
4062,JT4UYCMS,L,,310.8,1906.0,,62.0,0.0,0.0,0.0,,0.0,0.0
4063,0KXKNHFG,L,302.0,310.9,1446.0,44.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
4064,G5AIQWJK,L,302.0,310.8,1948.0,19.7,66.0,0.0,0.0,0.0,0.0,0.0,0.0
4065,G5AIQWJK,L,301.9,,1480.0,47.1,68.0,0.0,0.0,,0.0,0.0,0.0
4066,FPIVWX8Z,M,301.9,310.7,1511.0,37.6,70.0,0.0,0.0,0.0,0.0,0.0,0.0
4067,XWW2WAV6,M,301.9,310.7,1472.0,47.0,,0.0,,0.0,0.0,0.0,0.0
4068,BJGORJJD,L,,310.7,1429.0,51.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
4069,T8CRV8S7,L,,310.7,1405.0,48.8,,0.0,0.0,0.0,0.0,0.0,0.0
4070,SXOJLV1H,M,301.9,310.7,1405.0,47.9,80.0,0.0,0.0,0.0,0.0,0.0,0.0
4071,WX8CE3B8,L,302.0,310.7,1348.0,58.1,83.0,,0.0,0.0,0.0,0.0,0.0
4072,3HURBGV7,L,301.9,310.6,1331.0,68.6,85.0,1.0,0.0,0.0,1.0,0.0,0.0
4073,G5AIQWJK,L,,310.6,1610.0,33.4,87.0,0.0,0.0,0.0,0.0,0.0,0.0
4074,0KXKNHFG,M,,310.6,1412.0,46.5,89.0,0.0,,0.0,0.0,,0.0
4075,FPIVWX8Z,L,302.0,310.7,1453.0,42.7,92.0,0.0,0.0,,,,0.0
4076,I2VROP6D,L,302.0,310.6,,,94.0,0.0,0.0,0.0,0.0,,0.0
4077,JKSA1NQT,M,302.0,310.6,1539.0,37.4,96.0,0.0,0.0,0.0,0.0,0.0,0.0
4078,YSLIFO7U,L,302.0,310.5,1635.0,39.8,99.0,0.0,0.0,0.0,0.0,0.0,0.0
4079,BJGORJJD,H,302.1,310.7,1294.0,62.4,101.0,,0.0,1.0,0.0,0.0,0.0
4080,XWW2WAV6,L,302.0,310.5,1978.0,22.0,106.0,0.0,,0.0,0.0,,
4081,LSRXCBBX,L,302.0,310.4,1357.0,58.0,,1.0,0.0,1.0,,,0.0
4082,FPIVWX8Z,L,,310.4,1336.0,58.2,110.0,1.0,0.0,1.0,0.0,0.0,0.0
4083,JKSA1NQT,L,,310.4,1568.0,39.2,,0.0,0.0,0.0,0.0,0.0,0.0
4084,LSRXCBBX,M,302.0,310.4,1567.0,,,0.0,0.0,0.0,,0.0,0.0
4085,WX8CE3B8,L,,310.4,1611.0,35.6,117.0,0.0,0.0,0.0,0.0,0.0,0.0
4086,BJGORJJD,H,,310.5,1841.0,23.6,119.0,0.0,0.0,0.0,,,0.0
4087,SXOJLV1H,L,302.0,310.5,1567.0,,,0.0,0.0,0.0,0.0,0.0,
4088,SXOJLV1H,L,301.9,310.4,1376.0,54.9,126.0,1.0,0.0,1.0,0.0,0.0,0.0
4089,0KXKNHFG,L,301.9,310.5,1477.0,42.4,128.0,0.0,0.0,0.0,0.0,0.0,0.0
4090,XWW2WAV6,M,,310.5,1590.0,40.3,130.0,0.0,0.0,0.0,0.0,,
4091,AEKNJJ1R,L,,310.5,2197.0,,133.0,,0.0,0.0,0.0,0.0,0.0
4092,LSRXCBBX,M,302.0,310.4,1595.0,32.9,135.0,0.0,0.0,0.0,0.0,,0.0
4093,JT4UYCMS,H,,310.5,,24.4,138.0,0.0,0.0,0.0,0.0,0.0,0.0
4094,JKSA1NQT,M,302.0,310.5,1573.0,32.1,143.0,0.0,0.0,0.0,0.0,0.0,0.0
4095,WX8CE3B8,L,302.0,310.5,1651.0,30.9,146.0,0.0,,,0.0,0.0,0.0
4096,T8CRV8S7,H,302.0,310.5,1459.0,43.2,148.0,0.0,0.0,0.0,0.0,0.0,0.0
4097,3HURBGV7,L,301.9,310.4,1370.0,51.7,153.0,1.0,0.0,1.0,0.0,0.0,0.0
4098,BJGORJJD,L,301.9,310.4,1518.0,34.1,,0.0,0.0,0.0,0.0,0.0,0.0
4099,FPIVWX8Z,L,302.0,310.3,1648.0,,157.0,0.0,0.0,0.0,0.0,0.0,
4100,JT4UYCMS,L,302.0,310.4,1464.0,47.2,159.0,0.0,0.0,0.0,0.0,0.0,0.0
4101,JT4UYCMS,L,,310.4,1895.0,23.2,,,0.0,0.0,0.0,0.0,0.0
4102,YSLIFO7U,L,301.9,310.4,,23.4,163.0,0.0,0.0,0.0,,,0.0
4103,BQHTAHUP,L,302.0,310.4,1450.0,46.6,165.0,0.0,0.0,0.0,0.0,0.0,0.0
4104,BJGORJJD,L,302.0,310.4,1448.0,43.4,167.0,0.0,0.0,0.0,0.0,0.0,0.0
4105,I2VROP6D,L,302.1,310.5,1389.0,,169.0,0.0,0.0,0.0,0.0,0.0,0.0
4106,SXOJLV1H,L,,310.6,,35.2,171.0,0.0,0.0,0.0,0.0,0.0,
4107,WX8CE3B8,L,301.9,,1425.0,51.1,173.0,0.0,0.0,0.0,0.0,0.0,0.0
4108,ZLNM5UXX,L,302.0,310.5,1809.0,,175.0,0.0,0.0,0.0,0.0,0.0,
4109,WX8CE3B8,L,,310.5,1892.0,21.8,177.0,0.0,0.0,0.0,0.0,0.0,0.0
4110,LSRXCBBX,M,,,1475.0,47.8,179.0,0.0,0.0,0.0,0.0,0.0,0.0
4111,AEKNJJ1R,L,,310.6,,46.7,182.0,0.0,,0.0,0.0,0.0,0.0
4112,JKSA1NQT,M,302.0,310.6,1563.0,41.0,,0.0,0.0,,0.0,0.0,0.0
4113,T8CRV8S7,H,301.9,310.5,1472.0,39.7,187.0,0.0,0.0,0.0,0.0,0.0,0.0
4114,JKSA1NQT,L,302.0,310.6,,55.3,192.0,0.0,0.0,0.0,0.0,,0.0
4115,T8CRV8S7,L,302.0,,1358.0,53.1,194.0,0.0,0.0,0.0,0.0,0.0,0.0
4116,3HURBGV7,H,,310.6,1346.0,54.7,196.0,0.0,0.0,0.0,0.0,,0.0
4117,T8CRV8S7,M,302.0,310.5,1381.0,58.4,201.0,0.0,0.0,0.0,0.0,0.0,0.0
4118,AEKNJJ1R,L,,310.5,1340.0,55.7,204.0,,0.0,0.0,,1.0,0.0
4119,BJGORJJD,L,302.0,,1366.0,47.7,206.0,0.0,0.0,0.0,0.0,0.0,0.0
4120,RRCROMQQ,L,302.1,310.7,1325.0,45.1,208.0,1.0,0.0,1.0,0.0,0.0,0.0
4121,BQHTAHUP,M,,310.7,1376.0,,,1.0,0.0,1.0,0.0,0.0,0.0
4122,3HURBGV7,M,302.1,310.7,1364.0,47.8,213.0,1.0,0.0,1.0,,,
4123,YSLIFO7U,L,302.2,310.6,1462.0,43.6,,0.0,0.0,0.0,0.0,0.0,
4124,JKSA1NQT,M,302.1,310.6,1517.0,38.9,2.0,,0.0,0.0,0.0,0.0,0.0
4125,XWW2WAV6,L,302.1,310.6,1385.0,53.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0
4126,8B6QZ6CV,L,302.1,310.6,1439.0,40.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
4127,YSLIFO7U,M,,310.6,1623.0,34.3,9.0,0.0,0.0,0.0,,0.0,0.0
4128,RRCROMQQ,H,302.0,310.6,,43.2,12.0,0.0,0.0,0.0,0.0,,0.0
4129,RRCROMQQ,L,301.9,310.4,1708.0,24.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0
4130,RRCROMQQ,M,301.8,310.3,1666.0,32.7,19.0,0.0,0.0,0.0,0.0,0.0,
4131,8B6QZ6CV,L,301.9,310.4,1286.0,62.8,22.0,1.0,0.0,1.0,0.0,0.0,
4132,I2VROP6D,L,301.9,310.3,1485.0,46.3,24.0,,,0.0,0.0,0.0,0.0
4133,T8CRV8S7,M,301.8,310.3,1409.0,52.5,26.0,0.0,,0.0,,0.0,0.0
4134,0KXKNHFG,L,301.8,310.3,1765.0,,29.0,0.0,0.0,,,0.0,0.0
4135,RRCROMQQ,L,,310.3,1688.0,28.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0
4136,YSLIFO7U,M,301.7,,1787.0,26.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,8B6QZ6CV,L,301.7,310.1,1487.0,48.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
4138,FPIVWX8Z,L,301.7,310.1,1384.0,50.5,38.0,0.0,,0.0,0.0,0.0,0.0
4139,RRCROMQQ,L,,310.2,1311.0,57.4,40.0,1.0,0.0,1.0,,0.0,0.0
4140,BJGORJJD,H,301.7,310.2,1620.0,30.8,42.0,0.0,0.0,0.0,0.0,0.0,0.0
4141,XWW2WAV6,L,,310.2,1331.0,61.2,47.0,1.0,0.0,1.0,0.0,0.0,0.0
4142,AEKNJJ1R,H,301.7,310.1,1462.0,38.3,49.0,0.0,0.0,0.0,,0.0,0.0
4143,ZLNM5UXX,L,301.7,310.1,1424.0,50.2,,0.0,0.0,0.0,0.0,0.0,0.0
4144,0KXKNHFG,L,301.7,310.1,1500.0,39.6,56.0,,0.0,0.0,0.0,0.0,0.0
4145,I2VROP6D,L,,310.1,1738.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
4146,3HURBGV7,M,301.8,310.3,1465.0,46.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0
4147,JKSA1NQT,L,301.8,310.3,1482.0,41.4,63.0,0.0,0.0,0.0,0.0,0.0,
4148,BJGORJJD,L,301.9,310.3,1398.0,44.0,65.0,,0.0,0.0,0.0,0.0,0.0
4149,FPIVWX8Z,L,301.9,310.3,1972.0,21.3,67.0,0.0,0.0,0.0,0.0,0.0,0.0
4150,FPIVWX8Z,L,301.9,310.4,1603.0,37.6,,0.0,0.0,,0.0,0.0,0.0
4151,AEKNJJ1R,L,301.9,310.4,1610.0,34.8,71.0,0.0,0.0,0.0,0.0,0.0,0.0
4152,JT4UYCMS,M,301.9,310.4,1373.0,48.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0
4153,I2VROP6D,M,302.0,310.5,1425.0,44.7,76.0,0.0,0.0,0.0,0.0,,
4154,BJGORJJD,M,,310.4,1212.0,,79.0,1.0,0.0,1.0,0.0,0.0,0.0
4155,I2VROP6D,M,302.0,310.4,1828.0,26.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0
4156,ZLNM5UXX,L,,310.5,1370.0,44.4,85.0,1.0,,1.0,0.0,0.0,0.0
4157,ZLNM5UXX,M,302.0,310.5,1823.0,25.1,87.0,0.0,0.0,0.0,0.0,0.0,0.0
4158,LSRXCBBX,L,302.0,310.5,1263.0,60.6,90.0,1.0,0.0,1.0,0.0,0.0,0.0
4159,BQHTAHUP,L,,310.4,1889.0,21.5,92.0,0.0,0.0,0.0,0.0,0.0,0.0
4160,3HURBGV7,M,302.0,310.5,1639.0,32.9,94.0,0.0,0.0,0.0,,,0.0
4161,JT4UYCMS,M,302.0,310.4,1608.0,33.1,97.0,,0.0,0.0,,0.0,0.0
4162,JT4UYCMS,H,301.9,310.3,1653.0,32.4,100.0,0.0,0.0,0.0,0.0,0.0,
4163,BJGORJJD,L,,310.4,1591.0,29.8,105.0,0.0,0.0,0.0,0.0,,0.0
4164,G5AIQWJK,L,,310.5,1696.0,30.9,107.0,0.0,0.0,0.0,0.0,0.0,0.0
4165,8B6QZ6CV,L,,310.6,1346.0,47.5,109.0,1.0,0.0,1.0,0.0,0.0,0.0
4166,JT4UYCMS,M,302.2,310.5,1507.0,40.4,111.0,0.0,0.0,0.0,0.0,,0.0
4167,ZLNM5UXX,H,302.3,,1525.0,48.7,114.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,BJGORJJD,M,302.3,,1559.0,33.9,119.0,0.0,0.0,0.0,0.0,0.0,0.0
4169,WX8CE3B8,L,302.2,310.6,1632.0,30.5,122.0,0.0,0.0,0.0,0.0,0.0,0.0
4170,LSRXCBBX,L,302.1,310.5,1559.0,36.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
4171,JKSA1NQT,M,,310.6,,,126.0,1.0,0.0,1.0,0.0,0.0,0.0
4172,FPIVWX8Z,M,,310.5,1832.0,23.7,,,0.0,0.0,0.0,0.0,0.0
4173,JKSA1NQT,L,302.2,310.6,,50.0,132.0,0.0,0.0,,0.0,0.0,
4174,8B6QZ6CV,M,302.2,310.6,1346.0,49.2,,1.0,0.0,,0.0,,0.0
4175,JT4UYCMS,L,,310.7,1499.0,37.8,137.0,,0.0,0.0,0.0,0.0,0.0
4176,BJGORJJD,L,302.3,310.7,1612.0,,139.0,0.0,0.0,0.0,0.0,0.0,0.0
4177,G5AIQWJK,M,,310.7,1544.0,39.7,141.0,0.0,0.0,0.0,0.0,0.0,0.0
4178,8B6QZ6CV,L,302.5,310.9,1477.0,39.2,144.0,0.0,0.0,0.0,0.0,0.0,0.0
4179,LSRXCBBX,L,302.5,310.9,1624.0,34.4,146.0,0.0,,0.0,0.0,0.0,0.0
4180,LSRXCBBX,L,302.4,310.9,1349.0,46.1,148.0,1.0,0.0,1.0,0.0,0.0,0.0
4181,0KXKNHFG,L,302.4,,,28.8,150.0,0.0,,0.0,0.0,0.0,0.0
4182,3HURBGV7,M,302.4,310.7,1521.0,40.4,152.0,0.0,0.0,0.0,0.0,0.0,0.0
4183,PSRXCDFQ,L,302.4,310.7,,54.8,155.0,1.0,0.0,,,0.0,0.0
4184,BJGORJJD,L,,310.7,,50.9,157.0,,0.0,0.0,0.0,0.0,0.0
4185,ZLNM5UXX,L,302.2,310.6,1334.0,53.2,159.0,1.0,0.0,1.0,0.0,0.0,0.0
4186,3HURBGV7,L,,310.6,1348.0,48.4,161.0,,0.0,1.0,0.0,0.0,0.0
4187,JT4UYCMS,M,302.2,310.6,1570.0,34.6,163.0,0.0,,0.0,0.0,0.0,0.0
4188,G5AIQWJK,M,302.2,310.7,,33.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
4189,SXOJLV1H,M,,310.8,1611.0,31.8,,0.0,0.0,,0.0,0.0,0.0
4190,ZLNM5UXX,L,,310.9,1560.0,,172.0,0.0,0.0,0.0,0.0,0.0,0.0
4191,FPIVWX8Z,H,302.4,310.9,1444.0,40.7,174.0,0.0,,0.0,0.0,0.0,0.0
4192,RRCROMQQ,L,302.4,311,1317.0,59.4,179.0,0.0,0.0,0.0,0.0,0.0,0.0
4193,0KXKNHFG,M,302.5,311,1463.0,43.1,181.0,0.0,0.0,0.0,0.0,0.0,0.0
4194,PSRXCDFQ,L,302.4,311.1,1634.0,34.2,184.0,0.0,0.0,0.0,0.0,0.0,0.0
4195,RRCROMQQ,L,302.4,311,1423.0,46.2,186.0,0.0,0.0,0.0,0.0,0.0,0.0
4196,RRCROMQQ,L,302.5,311,1548.0,38.4,,0.0,0.0,0.0,0.0,0.0,0.0
4197,JT4UYCMS,M,,311,1563.0,35.6,190.0,0.0,0.0,0.0,0.0,0.0,0.0
4198,ZLNM5UXX,L,,311,1573.0,36.5,193.0,0.0,0.0,0.0,0.0,0.0,0.0
4199,LSRXCBBX,M,302.4,311.1,1432.0,,195.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,LSRXCBBX,M,302.5,,1638.0,32.0,198.0,0.0,0.0,,0.0,0.0,
4201,FPIVWX8Z,L,,311.1,1571.0,34.2,201.0,0.0,0.0,0.0,0.0,0.0,0.0
4202,8B6QZ6CV,L,302.4,311,2211.0,15.4,203.0,0.0,0.0,0.0,,0.0,
4203,0KXKNHFG,L,,311,1555.0,40.6,205.0,0.0,0.0,0.0,0.0,0.0,0.0
4204,FPIVWX8Z,M,302.3,310.9,1558.0,31.9,207.0,0.0,0.0,0.0,0.0,0.0,
4205,I2VROP6D,M,,310.9,1523.0,43.2,210.0,0.0,0.0,,0.0,0.0,0.0
4206,ZLNM5UXX,L,302.3,310.8,1723.0,26.3,213.0,,0.0,0.0,0.0,0.0,0.0
4207,JT4UYCMS,M,302.3,310.8,1721.0,28.4,215.0,0.0,0.0,0.0,0.0,0.0,0.0
4208,ZLNM5UXX,M,,310.9,1710.0,30.4,218.0,1.0,1.0,0.0,0.0,0.0,0.0
4209,LSRXCBBX,M,,310.9,1627.0,32.3,0.0,0.0,0.0,,0.0,0.0,0.0
4210,JKSA1NQT,M,302.2,,,47.0,3.0,0.0,,0.0,0.0,0.0,0.0
4211,SXOJLV1H,L,302.1,310.8,1565.0,35.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0
4212,JT4UYCMS,L,,310.7,,,8.0,1.0,,1.0,0.0,0.0,0.0
4213,PSRXCDFQ,M,302.0,310.6,1392.0,60.5,,,0.0,0.0,0.0,0.0,0.0
4214,BQHTAHUP,L,,310.7,1465.0,40.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0
4215,T8CRV8S7,L,301.9,310.6,1573.0,36.6,15.0,,0.0,0.0,,0.0,0.0
4216,RRCROMQQ,M,302.0,310.7,2157.0,17.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,BJGORJJD,L,301.9,310.7,1370.0,50.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0
4218,WX8CE3B8,L,301.9,310.6,1462.0,38.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,LSRXCBBX,M,,,1479.0,40.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0
4220,FPIVWX8Z,L,,310.7,1717.0,,27.0,,0.0,0.0,0.0,,0.0
4221,XWW2WAV6,M,301.9,310.6,1260.0,65.9,29.0,0.0,,0.0,0.0,0.0,0.0
4222,JT4UYCMS,L,301.9,310.6,1467.0,39.3,32.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,AEKNJJ1R,M,302.0,310.6,1535.0,38.6,34.0,0.0,0.0,,0.0,0.0,0.0
4224,SXOJLV1H,L,302.0,310.7,1657.0,31.9,37.0,0.0,0.0,0.0,0.0,0.0,0.0
4225,3HURBGV7,L,,310.7,1698.0,28.1,39.0,0.0,0.0,0.0,0.0,0.0,0.0
4226,I2VROP6D,L,302.1,310.7,1359.0,49.3,41.0,1.0,0.0,,0.0,,0.0
4227,T8CRV8S7,L,302.1,310.8,1596.0,37.1,43.0,,0.0,0.0,0.0,0.0,0.0
4228,T8CRV8S7,L,302.2,310.8,1383.0,46.9,45.0,0.0,0.0,0.0,0.0,0.0,0.0
4229,I2VROP6D,L,302.2,310.8,2203.0,16.6,47.0,0.0,0.0,0.0,0.0,,
4230,XWW2WAV6,M,,310.8,1408.0,46.8,49.0,0.0,0.0,0.0,0.0,0.0,0.0
4231,0KXKNHFG,L,302.2,310.8,1673.0,32.9,52.0,0.0,0.0,0.0,0.0,0.0,0.0
4232,JKSA1NQT,L,302.2,310.8,1340.0,47.8,54.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,ZLNM5UXX,L,302.2,310.9,1452.0,42.3,56.0,0.0,0.0,0.0,0.0,0.0,0.0
4234,G5AIQWJK,M,302.2,,1302.0,53.4,58.0,0.0,0.0,0.0,0.0,0.0,0.0
4235,YSLIFO7U,H,,310.9,1522.0,35.9,61.0,0.0,0.0,0.0,0.0,0.0,0.0
4236,0KXKNHFG,L,302.2,310.8,,41.4,66.0,0.0,,,0.0,0.0,0.0
4237,FPIVWX8Z,L,302.2,310.9,1604.0,40.5,68.0,0.0,0.0,0.0,0.0,0.0,0.0
4238,JT4UYCMS,L,,,1832.0,23.2,70.0,0.0,,0.0,0.0,0.0,
4239,XWW2WAV6,M,302.3,311,1521.0,,72.0,0.0,,0.0,0.0,0.0,
4240,3HURBGV7,L,302.3,311,1446.0,37.6,75.0,0.0,0.0,0.0,0.0,0.0,0.0
4241,G5AIQWJK,L,302.4,311.1,1905.0,20.9,77.0,0.0,0.0,0.0,0.0,0.0,0.0
4242,FPIVWX8Z,L,302.4,311,1475.0,47.9,79.0,0.0,0.0,0.0,0.0,0.0,0.0
4243,G5AIQWJK,L,302.4,311,1462.0,48.5,81.0,0.0,0.0,0.0,0.0,0.0,0.0
4244,SXOJLV1H,M,302.4,,1435.0,42.3,83.0,0.0,0.0,0.0,0.0,0.0,0.0
4245,YSLIFO7U,L,302.4,,1469.0,39.6,86.0,0.0,0.0,0.0,0.0,0.0,0.0
4246,BQHTAHUP,M,,311.1,1520.0,43.0,,0.0,0.0,0.0,0.0,0.0,0.0
4247,SXOJLV1H,L,302.6,311,,35.5,91.0,0.0,0.0,,0.0,0.0,0.0
4248,SXOJLV1H,L,302.6,311,1369.0,60.0,93.0,1.0,0.0,1.0,0.0,0.0,0.0
4249,FPIVWX8Z,L,302.6,311,,37.2,95.0,0.0,0.0,0.0,0.0,0.0,0.0
4250,AEKNJJ1R,L,302.5,,1330.0,56.9,97.0,1.0,,1.0,0.0,0.0,0.0
4251,T8CRV8S7,L,302.6,311,1660.0,38.0,99.0,0.0,0.0,0.0,0.0,,0.0
4252,WX8CE3B8,H,302.5,,1356.0,55.5,,,0.0,1.0,0.0,,0.0
4253,SXOJLV1H,H,,311,1438.0,51.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
4254,AEKNJJ1R,M,302.6,311,1329.0,48.6,,1.0,0.0,1.0,0.0,0.0,0.0
4255,LSRXCBBX,L,302.6,311,,68.0,114.0,,0.0,,1.0,0.0,0.0
4256,PSRXCDFQ,M,302.5,311,1387.0,52.1,116.0,0.0,,0.0,0.0,,0.0
4257,RRCROMQQ,M,302.6,311,1591.0,,119.0,0.0,0.0,0.0,0.0,0.0,0.0
4258,XWW2WAV6,M,302.6,311,1589.0,,122.0,0.0,0.0,0.0,0.0,0.0,0.0
4259,JKSA1NQT,M,302.7,311.1,1297.0,60.7,125.0,1.0,0.0,1.0,0.0,0.0,0.0
4260,LSRXCBBX,L,302.7,311.2,1545.0,35.1,128.0,0.0,0.0,0.0,0.0,0.0,0.0
4261,PSRXCDFQ,H,302.7,311.1,1418.0,43.4,,0.0,0.0,0.0,0.0,0.0,0.0
4262,G5AIQWJK,L,302.7,311.1,1730.0,28.1,135.0,0.0,0.0,0.0,0.0,0.0,0.0
4263,FPIVWX8Z,L,302.6,311,2001.0,20.7,137.0,0.0,0.0,0.0,0.0,0.0,0.0
4264,JKSA1NQT,L,,311,1620.0,36.2,139.0,0.0,0.0,,,,0.0
4265,BJGORJJD,M,302.6,311,1542.0,39.7,141.0,0.0,0.0,,0.0,0.0,0.0
4266,0KXKNHFG,L,302.6,311,,38.0,144.0,,0.0,0.0,0.0,0.0,0.0
4267,ZLNM5UXX,L,,311.1,,39.5,146.0,,0.0,0.0,0.0,0.0,0.0
4268,I2VROP6D,L,302.6,311,1520.0,42.8,,0.0,0.0,0.0,0.0,0.0,0.0
4269,0KXKNHFG,L,302.7,311,1694.0,29.8,150.0,0.0,0.0,,,0.0,0.0
4270,JT4UYCMS,L,302.6,311,1610.0,39.2,152.0,0.0,0.0,,0.0,0.0,0.0
4271,XWW2WAV6,L,,310.9,1331.0,52.0,154.0,1.0,0.0,1.0,0.0,0.0,0.0
4272,BQHTAHUP,L,302.6,310.8,1470.0,41.2,156.0,0.0,0.0,0.0,0.0,0.0,0.0
4273,YSLIFO7U,L,,310.8,1577.0,36.9,158.0,0.0,0.0,0.0,0.0,0.0,0.0
4274,BQHTAHUP,L,302.6,310.8,1486.0,36.4,160.0,0.0,0.0,0.0,0.0,,0.0
